song_id,comment_n,comment_len,comment_len_mean,comment_len_stdev,words_clean_unique_n,words_clean_total_n,bsm_n_words,bsm_v_mean,bsm_v_std,bsm_a_mean,bsm_a_std,bsm_d_mean,bsm_d_std,emo_n_words,emo_v_total,emo_v_mean,emo_v_std,emo_a_total,emo_a_mean,emo_a_std,emo_d_total,emo_d_mean,emo_d_std,aff_n_words,aff_anger,aff_fear,aff_sadness,aff_joy,aff_anger_wt,aff_fear_wt,aff_sadness_wt,aff_joy_wt,lex_n_words,lex_joy,lex_trust,lex_anticipation,lex_surprise,lex_positive,lex_negative,lex_sadness,lex_fear,lex_disgust,hssent_n_words,hssent_uniq_avg,hssent_uniq_std,hssent_dupl_avg,anew_n_words,anew_v_total,anew_v_mean,anew_v_std,anew_a_total,anew_a_mean,anew_a_std,anew_d_total,anew_d_mean,anew_d_std,mpqa_n_words,mpqa_pos,mpqa_neu,mpqa_neg,song_valence,song_arousal
1246,16.000000,7717.000000,482.312500,250.948526,1504,3936,1094.000000,5.782029,1.628873,4.048587,2.335017,5.625400,2.120466,1194.000000,0.591894,0.437625,0.512370,0.565181,0.222396,0.465674,0.185546,0.514049,0.178793,413.000000,0.491311,0.473327,0.506826,0.451339,0.103597,0.117136,0.099189,0.156145,1091.000000,0.075713,0.115536,0.117011,0.059980,0.203540,0.151917,0.063913,0.078663,0.057030,2048.000000,0.127796,1.248079,0.183656,1094.000000,5.782029,4.048587,5.625400,5.492697,1.310649,4.127934,0.947296,5.500055,0.985104,488.000000,0.393608,0.306140,0.300252,-0.405296,1.077296,
1067,5.000000,62.000000,12.400000,6.348228,21,31,12.000000,5.508125,1.655625,4.541250,2.468125,5.418125,2.259375,12.000000,0.544938,0.493813,0.480125,0.550250,0.299597,0.491833,0.137498,0.446083,0.235438,5.000000,0.000000,0.344000,0.476500,0.611000,0.000000,0.068800,0.190600,0.244400,15.000000,0.111111,0.111111,0.166667,0.000000,0.222222,0.111111,0.111111,0.055556,0.111111,31.000000,0.253226,1.672643,0.280267,12.000000,5.508125,4.541250,5.418125,5.575000,1.868064,4.511667,0.907532,5.405833,1.167036,6.000000,0.333333,0.333333,0.333333,-1.700572,1.842444,
1124,16.000000,353.000000,22.062500,18.908442,209,272,116.000000,5.694748,1.636547,4.151295,2.345252,5.644317,2.139209,123.000000,0.590014,0.461007,0.493158,0.590163,0.201086,0.467870,0.176291,0.500951,0.162228,33.000000,0.563000,0.412100,0.361091,0.527000,0.045649,0.111378,0.107351,0.185162,81.000000,0.088889,0.111111,0.111111,0.066667,0.188889,0.144444,0.100000,0.111111,0.044444,272.000000,0.087070,1.181026,0.052892,116.000000,5.694748,4.151295,5.644317,5.657759,1.237401,4.184569,0.913094,5.589052,0.866965,55.000000,0.383333,0.283333,0.333333,-0.780962,-0.789480,
3184,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.333437,-0.494483,
3444,2.000000,22.000000,11.000000,1.414214,20,30,9.000000,6.474667,1.384000,3.997333,2.261333,6.033333,2.208000,9.000000,0.656133,0.409133,0.468600,0.711333,0.198179,0.427556,0.158290,0.518889,0.195867,3.000000,0.000000,0.000000,0.016000,0.535333,0.000000,0.000000,0.006400,0.321200,4.000000,0.285714,0.142857,0.000000,0.000000,0.285714,0.000000,0.285714,0.000000,0.000000,20.000000,0.834750,1.331340,0.744966,9.000000,6.474667,3.997333,6.033333,6.613333,1.101703,4.094444,0.955329,6.106667,0.582387,2.000000,1.000000,0.000000,0.000000,-0.521725,-1.030702,
2188,7.000000,603.000000,86.142857,188.810689,279,403,170.000000,5.335363,1.704879,4.343710,2.339758,5.411331,2.201653,191.000000,0.551237,0.517459,0.559604,0.559168,0.220028,0.497613,0.185324,0.554487,0.166783,54.000000,0.652286,0.677839,0.633692,0.439750,0.177896,0.272896,0.106987,0.068532,139.000000,0.053476,0.085561,0.069519,0.037433,0.181818,0.203209,0.069519,0.155080,0.032086,358.000000,0.071299,1.191806,0.069353,170.000000,5.335363,4.343710,5.411331,5.357941,1.342054,4.255882,0.977588,5.473176,0.996416,65.000000,0.307692,0.320513,0.371795,-1.569589,1.845517,
2501,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.231216,-0.372336,
506,233.000000,3059.000000,13.128755,17.930918,821,1711,502.000000,5.797341,1.669771,4.043192,2.350203,5.605673,2.139086,550.000000,0.589294,0.424732,0.487590,0.588842,0.212224,0.449405,0.177154,0.505547,0.171989,153.000000,0.546765,0.475831,0.358462,0.429727,0.052219,0.102919,0.091629,0.185893,418.000000,0.115779,0.136270,0.114754,0.045082,0.212090,0.155738,0.091189,0.068648,0.025615,1094.000000,0.218375,1.208322,0.265427,502.000000,5.797341,4.043192,5.605673,5.687729,1.281290,4.135139,0.897167,5.590259,0.916652,215.000000,0.478032,0.230228,0.291740,0.373325,-0.923151,
1805,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.935250,-0.655810,
404,16.000000,1527.000000,95.437500,157.358177,415,812,239.000000,5.926300,1.595032,3.963658,2.312495,5.781987,2.065137,258.000000,0.625366,0.437694,0.525064,0.617182,0.175977,0.436895,0.163371,0.538116,0.154053,50.000000,0.492714,0.305000,0.250357,0.528429,0.044792,0.055455,0.045519,0.288234,144.000000,0.124402,0.177033,0.133971,0.043062,0.311005,0.047847,0.062201,0.052632,0.014354,565.000000,0.272207,1.096416,0.235919,239.000000,5.926300,3.963658,5.781987,5.875314,1.043991,4.002050,0.854406,5.822720,0.746482,116.000000,0.471698,0.396226,0.132075,1.071901,0.846830,
26,60.000000,912.000000,15.200000,16.850087,278,526,189.000000,5.513039,1.668094,4.269530,2.398619,5.466575,2.181823,197.000000,0.559040,0.488135,0.512850,0.569228,0.241501,0.487660,0.200861,0.519970,0.160137,71.000000,0.578103,0.533692,0.430120,0.479300,0.106108,0.131734,0.136114,0.121342,166.000000,0.074792,0.058172,0.135734,0.077562,0.127424,0.193906,0.116343,0.102493,0.033241,403.000000,0.198921,1.299746,0.196263,189.000000,5.513039,4.269530,5.466575,5.552698,1.419668,4.307354,0.977833,5.515397,0.958196,76.000000,0.379562,0.167883,0.452555,-1.004725,0.869877,
2528,2.000000,343.000000,171.500000,167.584307,195,340,115.000000,5.911927,1.650573,3.937917,2.307448,5.706146,2.186979,124.000000,0.579522,0.412768,0.483787,0.596395,0.200848,0.448944,0.174392,0.513089,0.138928,36.000000,0.540000,0.317333,0.447125,0.400500,0.068727,0.138473,0.065036,0.116509,76.000000,0.057851,0.066116,0.206612,0.066116,0.165289,0.090909,0.049587,0.198347,0.041322,251.000000,0.449578,1.260320,0.286339,115.000000,5.911927,3.937917,5.706146,5.811826,1.253814,4.071304,0.883519,5.537565,0.875862,43.000000,0.529412,0.215686,0.254902,0.957291,0.390507,
2085,4.000000,35.000000,8.750000,2.217356,19,21,13.000000,6.799333,1.732667,4.136000,2.561333,5.987333,2.097333,13.000000,0.734067,0.473867,0.545200,0.737231,0.149476,0.478923,0.156653,0.547462,0.122391,4.000000,0.000000,0.000000,0.017000,0.733250,0.000000,0.000000,0.003400,0.586600,13.000000,0.250000,0.187500,0.125000,0.062500,0.312500,0.000000,0.062500,0.000000,0.000000,36.000000,0.624833,1.402628,0.673325,13.000000,6.799333,4.136000,5.987333,6.808462,0.792358,4.228462,0.857310,5.942308,0.739698,9.000000,0.800000,0.200000,0.000000,0.118636,1.596614,
192,24.000000,817.000000,34.041667,31.107778,334,584,183.000000,5.967926,1.648050,4.128204,2.340929,5.735170,2.116656,198.000000,0.599880,0.453109,0.499862,0.585465,0.220962,0.466662,0.171893,0.505646,0.161514,56.000000,0.612300,0.388125,0.395714,0.503625,0.069580,0.105852,0.062955,0.228920,140.000000,0.140351,0.070175,0.153509,0.096491,0.214912,0.100877,0.057018,0.092105,0.030702,475.000000,0.163619,1.198196,0.230973,183.000000,5.967926,4.128204,5.735170,5.813005,1.221118,4.146120,0.905222,5.644754,0.902488,70.000000,0.439024,0.333333,0.227642,-0.170618,0.527250,
2874,4.000000,1527.000000,381.750000,686.306236,548,935,358.000000,5.695537,1.654577,4.141287,2.367557,5.593274,2.123436,379.000000,0.592330,0.469387,0.527674,0.583583,0.205065,0.472266,0.171719,0.529778,0.168158,91.000000,0.478923,0.458276,0.367846,0.467933,0.055097,0.117611,0.084637,0.186345,280.000000,0.084239,0.141304,0.149457,0.062500,0.211957,0.160326,0.062500,0.059783,0.032609,722.000000,0.198130,1.161608,0.286813,358.000000,5.695537,4.141287,5.593274,5.571899,1.188155,4.126369,0.914668,5.548687,0.896594,133.000000,0.382979,0.271277,0.345745,0.182308,-0.499093,
3049,12.000000,152.000000,12.666667,16.098184,105,155,69.000000,5.881818,1.677386,4.105455,2.391250,5.767955,2.238523,71.000000,0.614244,0.439167,0.513111,0.614113,0.192665,0.443620,0.134231,0.519563,0.156566,11.000000,0.742000,0.734000,0.156400,0.521778,0.046375,0.045875,0.048875,0.293500,43.000000,0.127273,0.181818,0.145455,0.018182,0.254545,0.090909,0.090909,0.018182,0.054545,149.000000,0.303450,1.227082,0.278903,69.000000,5.881818,4.105455,5.767955,5.808551,1.171604,4.088986,0.843840,5.698116,0.800225,24.000000,0.586207,0.241379,0.172414,0.373325,-0.923151,
3262,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
1998,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.575257,-0.342376,
2937,15.000000,1278.000000,85.200000,86.570533,467,722,284.000000,5.918902,1.659542,4.067323,2.349291,5.571236,2.112906,308.000000,0.616520,0.439316,0.505881,0.596617,0.210568,0.453279,0.175343,0.508269,0.162662,89.000000,0.541875,0.559550,0.306941,0.475426,0.071653,0.092488,0.043124,0.267182,207.000000,0.130909,0.141818,0.120000,0.065455,0.229091,0.112727,0.058182,0.054545,0.032727,629.000000,0.164138,1.176565,0.210216,284.000000,5.918902,4.067323,5.571236,5.765387,1.225912,4.079613,0.896728,5.518486,0.958897,124.000000,0.521739,0.271739,0.206522,0.815393,0.662457,
1482,2.000000,134.000000,67.000000,83.438600,64,75,38.000000,5.942381,1.712143,4.193810,2.409048,5.479286,2.223810,43.000000,0.619851,0.494915,0.537191,0.596581,0.226688,0.489186,0.198157,0.524837,0.170575,18.000000,0.350000,0.424500,0.503000,0.519889,0.052500,0.084900,0.100600,0.233950,38.000000,0.166667,0.071429,0.071429,0.000000,0.214286,0.166667,0.095238,0.071429,0.071429,90.000000,0.222056,1.269271,0.215385,38.000000,5.942381,4.193810,5.479286,5.826316,1.318341,4.160000,0.905744,5.447105,0.910328,21.000000,0.500000,0.250000,0.250000,-0.906488,-0.190268,
3027,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411529,-1.499316,
227,1.000000,20.000000,20.000000,0.000000,10,10,6.000000,6.195000,1.645000,4.063333,2.431667,5.930000,1.870000,6.000000,0.624833,0.438500,0.579167,0.624833,0.151592,0.438500,0.128848,0.579167,0.180910,1.000000,0.000000,0.000000,0.000000,0.688000,0.000000,0.000000,0.000000,0.688000,3.000000,0.333333,0.333333,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,19.000000,0.393158,0.788988,0.393158,6.000000,6.195000,4.063333,5.930000,6.195000,1.167317,4.063333,0.819480,5.930000,0.794355,4.000000,0.500000,0.500000,0.000000,-0.308878,-0.102691,
12,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.450776,1.127999,
2573,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.071901,0.846830,
29,19.000000,1250.000000,65.789474,69.609689,324,643,203.000000,6.153646,1.613342,4.083367,2.392835,5.756684,2.099367,219.000000,0.646047,0.455464,0.532002,0.608776,0.218154,0.479995,0.189838,0.540237,0.167671,54.000000,0.608231,0.488444,0.384556,0.584482,0.090885,0.050529,0.039782,0.376218,150.000000,0.167347,0.163265,0.130612,0.036735,0.273469,0.089796,0.036735,0.032653,0.020408,490.000000,0.310322,1.138991,0.381851,203.000000,6.153646,4.083367,5.756684,5.857241,1.235272,4.098276,0.939783,5.671429,0.876468,105.000000,0.539604,0.301980,0.158416,-1.700572,1.842444,
2789,23.000000,347.000000,15.086957,13.540891,185,297,98.000000,6.122533,1.635400,4.326533,2.380800,5.939933,2.097867,113.000000,0.637085,0.445848,0.516364,0.635035,0.223883,0.460664,0.200401,0.526735,0.171993,35.000000,0.553000,0.250467,0.601800,0.587960,0.034562,0.078271,0.062687,0.306229,83.000000,0.145455,0.118182,0.218182,0.072727,0.181818,0.063636,0.027273,0.136364,0.009091,268.000000,0.401377,1.364823,0.377982,98.000000,6.122533,4.326533,5.939933,6.062755,1.360961,4.274694,0.989841,5.790000,0.894670,51.000000,0.693548,0.145161,0.161290,0.722613,-1.130570,
1282,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027676,-0.766434,
420,3.000000,44.000000,14.666667,13.428825,26,29,17.000000,6.088889,1.767222,4.161111,2.301667,5.629444,2.122222,17.000000,0.614944,0.481500,0.523444,0.620353,0.208317,0.477353,0.224013,0.518824,0.170564,4.000000,0.000000,0.000000,0.197500,0.500000,0.000000,0.000000,0.098750,0.250000,10.000000,0.200000,0.200000,0.100000,0.000000,0.300000,0.100000,0.100000,0.000000,0.000000,36.000000,0.422889,0.825861,0.428921,17.000000,6.088889,4.161111,5.629444,6.061765,1.343685,4.207059,1.298310,5.685882,0.972581,5.000000,0.600000,0.200000,0.200000,-0.517359,-0.012348,
3349,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
574,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.040199,-0.065816,
239,3.000000,82.000000,27.333333,17.156146,38,42,30.000000,5.879412,1.559118,4.181471,2.355000,5.571471,2.083235,30.000000,0.602971,0.447029,0.534029,0.600133,0.229424,0.459533,0.178041,0.547933,0.147144,11.000000,0.227000,0.429600,0.564000,0.416000,0.020636,0.195273,0.102545,0.113455,24.000000,0.035714,0.178571,0.107143,0.000000,0.214286,0.178571,0.071429,0.178571,0.000000,56.000000,0.227661,0.800751,0.266758,30.000000,5.879412,4.181471,5.571471,5.858000,1.337961,4.180333,0.875622,5.591333,0.937678,14.000000,0.705882,0.058824,0.235294,1.257460,2.533843,
2505,1.000000,4.000000,4.000000,0.000000,2,2,1.000000,6.500000,1.300000,3.140000,1.880000,6.310000,2.270000,1.000000,0.776000,0.422000,0.454000,0.776000,0.000000,0.422000,0.000000,0.454000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,-0.617500,0.163342,-0.617500,1.000000,6.500000,3.140000,6.310000,6.500000,0.000000,3.140000,0.000000,6.310000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.018369,-0.605107,
2044,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-1.582323,-0.668101,
889,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
151,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.700572,1.842444,
3507,16.000000,235.000000,14.687500,13.320254,104,137,71.000000,6.211146,1.639167,4.005000,2.370104,5.986979,2.016146,72.000000,0.641567,0.415588,0.511000,0.644819,0.193778,0.422028,0.143010,0.518028,0.158179,13.000000,0.573000,0.193000,0.249250,0.623500,0.038200,0.025733,0.066467,0.332533,44.000000,0.120000,0.220000,0.080000,0.040000,0.300000,0.080000,0.080000,0.040000,0.020000,162.000000,0.428031,1.248346,0.454250,71.000000,6.211146,4.005000,5.986979,6.185775,0.932889,3.940563,0.733494,5.966056,0.725388,30.000000,0.578947,0.315789,0.105263,-0.854640,0.717769,
2657,4.000000,84.000000,21.000000,7.164728,34,40,26.000000,6.541562,1.631875,4.262187,2.437500,6.067812,2.121563,27.000000,0.725212,0.434515,0.566848,0.711259,0.163374,0.429296,0.135520,0.566296,0.134147,5.000000,0.000000,0.000000,0.000000,0.581400,0.000000,0.000000,0.000000,0.581400,13.000000,0.153846,0.230769,0.153846,0.076923,0.307692,0.076923,0.000000,0.000000,0.000000,60.000000,0.532800,1.366705,0.786639,26.000000,6.541562,4.262187,6.067812,6.466538,1.100214,4.205000,0.796257,6.078077,0.787401,11.000000,0.692308,0.307692,0.000000,0.940918,2.755091,
1332,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,0.482478,-0.471437,
